gene_name,BH-A0E9,AN-A04A,AN-A0AJ,AR-A1AV,A2-A0EX,BH-A18N,AO-A126,A2-A0EY,AR-A1AW,C8-A135,AO-A12B,C8-A134,A2-A0SW,AN-A0AL,AR-A1AP,C8-A130,C8-A12U,C8-A12T,C8-A131,AO-A12F,AN-A0AM,AR-A1AS,AO-A12D,C8-A12V,D8-A142,AO-A12E,A2-A0T3,AR-A0TT,A8-A076,A2-A0YC,A2-A0CM,AO-A0J9,AN-A0FL,AO-A0JM,A7-A0CE,A8-A08Z,AR-A0TV,AO-A0JL,AN-A0FK,A2-A0YD,AR-A0TR,E2-A15A,A7-A13F,BH-A0AV,A2-A0T6,A2-A0YG,E2-A154,AR-A0U4,A2-A0YF,AO-A0JJ,BH-A0BV,AO-A03O,E2-A158,A8-A06Z,A8-A06N,AO-A0JE,BH-A0C1,A2-A0YM,A8-A079,AO-A0J6,A7-A0CJ,AR-A0TX,A8-A09G,AO-A0JC,BH-A0C7,A2-A0EQ,C8-A12Z,BH-A18Q,C8-A12L,BH-A0E1,BH-A0DD,A2-A0D2,C8-A138,A2-A0EV,BH-A0DG,BH-A18U,A2-A0SX
ABCA5,8.5109,7.5359,3.3374,5.9016,3.357,10.8812,4.0867,4.7152,2.3793,4.9346,5.6765,7.7629,3.0692,1.634,8.4259,4.3521,6.5005,2.2906,0.6941,0.7287,4.3067,0.6303,3.0838,6.5342,1.5753,5.1923,11.3897,3.7293,4.5979,9.3555,3.3834,1.4288,3.2745,1.5404,5.4523,3.526,14.0565,3.1667,1.8758,3.4135,3.4803,6.0607,1.5449,5.6232,6.705,3.4361,1.9789,5.9224,7.4638,5.9606,2.9159,2.9806,3.4217,6.8725,18.2012,2.4651,1.7892,2.1231,1.6798,5.4278,0.6362,4.5862,6.173,10.6764,6.2182,1.5214,1.1803,31.516,3.1755,4.2503,1.6611,2.5757,1.5331,6.7138,6.4598,2.0996,3.3623
ABCA6,4.4993,1.2386,1.1317,1.1365,2.1548,0.4892,0.7883,1.2125,4.4608,1.4611,0.1622,0.7057,1.0454,1.1729,1.9065,1.0489,0.2294,0.6567,0.4498,2.2046,0.4999,0.2991,1.1827,0.8094,1.7602,1.9302,1.4732,2.2944,1.5272,1.662,0.6436,2.0018,0.05,1.0062,0.4172,2.7169,0.6956,0.2171,0.4369,6.4406,0.565,1.5708,0.8556,0.8252,5.9649,1.123,0.4057,0.7571,0.9592,3.3525,1.5463,1.1432,0.154,0.1713,0.0679,0.8507,3.1888,0.6296,0.3325,0.1249,0.2933,2.5708,1.2043,7.2811,2.5727,1.0885,0.3508,2.0963,0.2479,0.9863,1.3542,0.4842,0.9252,1.5556,2.9077,0.6289,1.9972
ABCA7,6.0682,1.6456,3.2134,8.7197,3.2638,10.1608,5.8793,8.9183,9.3169,2.5378,19.7994,9.5351,4.1666,2.4178,10.2853,3.4119,4.5084,2.2983,8.0439,1.1965,5.026,4.7376,9.6384,9.3157,7.7994,11.886,6.1217,8.1392,3.4205,9.0183,3.3667,3.3007,0.9122,5.8515,3.891,6.9261,6.9252,6.7475,8.9647,7.1659,9.8776,5.9483,12.695,6.5536,10.1985,5.4167,1.7666,21.7215,3.9354,12.5155,6.5694,6.6298,2.6995,7.1414,10.3825,5.8748,6.1511,10.3874,3.0537,5.4182,5.5323,9.1366,7.0404,32.081,17.7773,4.7244,2.6139,9.5057,3.3008,4.6946,9.9313,2.5221,10.1591,8.6177,5.7302,3.4527,6.2012
ABCA8,10.0122,1.3366,0.8946,1.1254,5.6634,0.2011,0.5223,1.5158,4.9129,1.5551,0.3404,0.558,0.5678,1.1864,4.2139,0.8525,0.0722,0.1467,0.0481,2.653,0.1144,0.1334,0.1729,0.9154,0.7914,3.9321,1.4007,1.8518,0.6819,1.9311,0.4975,2.1446,0.1259,0.8076,6.5964,1.8679,0.0313,0.0924,0.5723,8.422,0.9466,0.53655,0.8171,0.6114,12.5321,0.6109,0.732,0.9999,2.8329,9.4564,0.6335,1.542,0.1357,0.1161,0.0529,0.4135,2.1242,0.3293,0.5112,0.0679,0.1172,2.9558,1.4384,5.4285,2.7823,0.305,0.4907,3.5649,0.072,1.4444,2.6596,0.7362,1.1696,1.3774,5.5122,0.2169,2.1479
ABCA9,4.3047,1.6935,0.5781,0.9021,2.1711,0.462,0.7101,0.7343,3.5995,1.0702,0.216,0.5765,0.6842,1.5431,1.6758,1.9459,0.2175,0.6481,0.1598,2.8824,0.3345,0.2249,1.5776,0.8285,1.017,3.8565,1.8008,1.4786,1.3043,1.5315,0.3277,3.3279,0.0504,0.7099,0.3336,1.4877,0.5392,0.1352,0.5263,7.8117,0.9214,1.7167,0.7097,0.4518,3.9902,0.7903,0.297,0.3279,1.1902,3.2128,1.028,1.2319,0.1933,0.0744,0.0254,0.9118,3.2765,0.2504,0.3295,0.0802,0.3287,2.4491,1.0497,4.9435,3.6531,0.7943,0.4281,4.8243,0.1646,0.9158,1.7932,0.7669,0.8146,1.16,5.3034,0.9597,2.1912
ABCB1,12.1928,1.8413,0.6962,1.3072,7.2947,2.0688,1.6962,2.9077,4.882,3.0992,0.5745,1.813,1.2116,1.7692,2.3137,2.0366,1.6438,1.1441,0.5239,1.7154,0.6628,0.0412,2.1289,5.5918,1.466,3.0504,4.0914,2.5826,0.8625,1.7116,1.8793,1.9143,0.315,0.789,1.1852,2.5562,2.0904,0.2463,0.72,3.0426,0.8239,2.6497,2.0596,0.6443,4.0847,1.946,0.477,0.7066,1.3588,4.5984,2.4268,1.911,0.6196,0.6971,0.3707,1.2163,5.5313,0.4106,0.517,1.0702,0.6261,4.9071,3.4645,9.213,4.2075,3.2687,0.6752,3.2555,1.6082,3.5056,1.2061,1.8934,2.7883,1.8278,3.2637,1.358,2.1447
ABCB10,38.1884,10.4718,21.2518,56.49,11.2472,22.0551,6.0305,27.0413,17.7296,12.2622,16.9132,22.9267,14.0594,9.9793,22.1243,12.4651,12.4303,18.7614,7.0953,19.2029,37.2229,26.9777,21.7328,17.0143,19.4083,20.1621,30.9854,21.4167,32.019,21.2661,19.2511,5.7829,19.0053,22.5578,27.0967,34.6489,22.897,16.8252,32.8973,39.0737,42.1358,36.74915,47.4652,27.9715,22.1497,17.6298,40.5966,28.9207,16.0904,22.6341,36.3414,9.7517,21.6723,18.6266,21.1216,14.459,44.9889,23.7836,16.3488,15.7353,22.7637,18.3682,27.465,16.6853,53.7885,14.8272,31.2354,38.4575,52.7131,25.0385,46.4501,48.115,9.8673,22.853,19.1794,19.5189,36.2927
ABCB11,0.1144,0.0195,0.0345,0.0247,0.075,0.0092,0,0.0937,0.1054,0.1438,0.1353,0.0642,0.0438,0.0453,0.057,0.027,0,0.0292,0.0078,0.0132,0.0064,0.0572,0.0244,0.0635,0,0.0057,0.0565,0.1697,0.2002,0.2352,0.0207,0.0365,0,0,0.0221,0.7123,0.0076,0.0351,0.0162,0.1847,12.2632,0.016,0.0812,0,0.4892,0.0339,0.1737,0.0085,0.0535,0.1782,0.0481,0.1153,0.0071,0.0193,0.0534,0.0386,0.0898,0,0.0064,0.0052,0.0171,0.2239,0.0189,1.6265,0,0.0664,0.1533,0.1488,0.1925,0.0277,0.0099,0.0084,0.1934,0,0.1593,0,0.257
ABCB4,0.9139,0.577,0.6819,1.8105,0.6081,0.6035,0.843,1.2393,1.9057,0.6333,0.3243,0.4541,0.4378,0.6936,0.8305,0.5057,0.2277,1.0769,0.5365,0.594,0.4419,0.5708,0.7791,0.6027,0.732,1.6365,0.7815,1.0892,1.2749,0.8424,1.148,0.3805,0.0851,0.9155,0.2573,1.6562,0.2503,0.0409,11.9101,2.2036,1.5487,1.0454,0.7927,2.3936,1.7853,0.5673,0.4335,1.3019,2.3252,0.9437,1.6421,0.3337,0.1411,0.4538,2.4171,1.2576,0.9856,0.5524,0.4489,0.2236,0.3668,1.0098,0.8549,8.1676,1.5385,0.6559,0.6121,0.5092,0.2795,0.8389,1.1016,0.3599,1.0942,1.0178,0.9806,0.6629,0.9249
ABCB5,0.4915,0.1028,0.0058,0.0687,0.2265,0.0992,0.0519,0.1562,0.0634,0.4512,0,0.0491,0.032,0.0504,0.1425,0.0563,0.0366,0.081,0.0325,0.2204,0.0053,0,0.0068,0.0794,0.047,0.5398,0.1211,0.0067,0.069,0.0749,0,0.1521,0.0164,0.0413,0.0368,0.1277,0.0063,0.0098,0.0135,0.6157,0,0.02805,0.188,0.0526,0.0134,0.1979,0,0,0.0781,0.226,0.0802,0.0192,0.0059,0.1128,0.0148,0.0129,2.4684,0.0339,0.0214,0.0087,0.0071,0.0515,0.0525,0.0813,0.2394,0.0277,0.0426,0.6997,0.0219,0.0924,0.0083,0.0629,0.0239,0.3007,0.3171,0.1054,0.0733
ABCB6,0.2218,0.1155,0.2659,0.1344,0.1111,0.4073,0.2565,0.3125,0.2691,0.2884,0.4815,0.3807,0.195,0.3582,0.2534,0.3904,0.754,0.2161,0.2655,0.4213,0.542,0.0678,0.0843,0.3532,0.2964,0.2973,0.2632,0.2995,0.3786,0.2768,0.4914,0.0781,0.136,0.1837,0.0546,0.5078,0.6082,0.2518,0.1921,0.1564,0.4841,0.3802,0.0936,0.0585,0.1426,0.2766,0.3862,0.379,0.0595,0.1493,0.0998,0.3075,0.7226,0.3369,0.3782,0.2864,0.1729,0.2292,0.2856,0.1081,0.0886,0.2175,0.4013,0.229,0.3219,0.5213,0.106,0.2205,0.1556,0.2601,0.663,0.3107,0.1699,0.1627,0.1836,0.3281,0.3107
ABCB7,20.5229,12.7504,21.1567,27.744,19.9063,27.4428,12.7822,9.9832,10.595,12.8954,11.1215,18.7348,6.835,9.9715,19.1117,8.8108,19.7431,20.4631,4.6038,16.2491,12.0499,23.7025,12.0309,14.4747,14.1226,16.7267,19.8488,11.1357,23.1236,22.4617,21.2628,5.1378,6.2506,17.8417,26.8231,24.068,19.4754,5.4763,25.2086,23.6273,27.8897,23.77345,22.9067,20.6795,27.2088,31.8488,22.7897,20.7802,26.3082,24.7741,33.5784,19.1327,16.5429,29.5371,32.673,17.0069,24.2817,19.8135,19.0414,13.7715,15.0528,13.0381,15.3778,17.7092,15.1728,7.7601,26.2495,14.7496,11.2123,21.6358,29.4529,25.7437,9.3555,9.261,14.1405,25.5927,16.0969
ABCB8,18.12,9.8321,10.5706,20.7428,9.602,18.1441,11.6166,14.9042,13.1909,8.1779,29.3099,12.8426,15.1874,11.6455,24.7582,20.8127,12.119,13.8371,9.8146,12.7884,10.8302,14.7807,6.9863,7.4697,11.2835,20.258,25.6093,14.5926,11.8253,17.089,13.0898,5.3979,9.9234,19.4983,15.971,16.6297,1.8021,6.559,14.1758,14.9704,31.0023,18.0871,26.0984,6.0287,14.155,23.7021,18.8666,7.551,9.5294,12.1017,19.1017,21.6806,7.5197,21.9535,16.4674,6.4951,20.3889,8.1227,12.9149,8.3257,14.4378,13.3167,21.516,12.6144,13.25,15.5858,11.6701,4.1099,8.2134,22.809,22.9764,14.3199,11.4904,20.9985,14.0843,10.2754,14.7249
ABCB9,2.2329,3.5022,2.3509,4.9956,2.5728,9.0337,2.5994,1.6769,1.2066,1.8755,1.985,6.918,1.8994,4.1646,5.6625,2.6894,4.2513,3.6046,3.0063,1.4083,11.644,4.5672,2.0668,7.9442,2.2769,8.7834,1.4569,2.2987,5.4936,4.3318,2.4535,1.6593,0.7724,2.1149,1.6069,1.3816,8.8435,0.7854,0.7334,1.2098,3.6682,4.4196,2.3727,2.1425,1.038,6.4194,0.8499,4.8043,7.3775,3.1169,2.1497,5.4801,4.9704,8.0753,5.6768,6.294,0.7867,1.8798,4.5266,4.5812,3.3227,3.6215,6.3597,0.8922,7.5628,2.8814,5.8307,2.9054,2.5139,2.6908,2.285,2.2385,2.4409,4.3613,2.7533,4.7216,1.9077
ABCC1,35.9304,41.6393,40.3119,62.9135,18.0403,71.5507,14.2298,38.2474,23.9739,25.5241,15.275,69.195,15.4802,14.5662,44.7654,30.6999,27.2892,26.7941,21.6101,44.9876,36.6994,98.7442,15.5855,39.9487,9.6314,28.6346,36.5977,25.3657,16.1916,34.4549,36.9253,15.376,7.1491,22.5886,51.0996,36.093,49.1611,7.7596,20.8787,54.0302,14.5144,35.1187,29.2774,50.9568,34.6098,51.8509,34.013,76.2923,24.186,21.8286,28.6539,36.0574,67.0348,28.3337,33.3836,73.0289,45.3935,45.2567,22.3054,26.2186,43.4666,32.0494,23.3107,38.5461,49.0991,31.5074,22.5789,35.3435,56.8145,18.7078,39.6892,19.1238,16.417,26.7695,32.5571,27.519,26.9398
ABCC10,13.0163,5.5947,10.426,11.8356,6.5437,10.9058,6.6888,12.9306,11.139,11.3695,8.0051,19.7579,4.9571,10.2092,8.056,14.826,4.7612,9.9386,9.7925,12.7644,11.8052,9.0445,12.7028,15.4281,42.7425,8.9293,8.007,15.5665,13.0458,7.9507,17.2561,4.5528,5.7092,8.453,9.4049,12.4116,8.9453,5.6944,7.5026,11.9887,12.7662,14.56955,6.8092,17.4183,10.3662,14.7898,8.6767,13.7182,7.6299,4.8861,12.4162,8.7096,18.0969,5.8909,7.6881,9.1497,13.9138,26.1831,5.6562,8.0411,8.9655,12.2869,10.2059,14.5703,15.5102,8.1038,8.1498,16.3527,24.7483,6.9155,12.8689,10.7011,6.5812,10.3625,10.6033,9.2757,19.9022
ABCC11,27.3683,6.3541,4.1231,25.0216,4.0547,17.7069,20.4981,142.5139,0.8908,63.7763,8.1126,0.2535,46.217,0.0482,19.6002,1.1936,2.7007,5.0993,19.0846,0.0783,77.8866,228.3533,119.8541,0.152,0.1728,9.6491,1.8674,0.5006,26.3297,18.5046,1.8875,0.1551,0.1493,108.3189,0.0537,10.0613,0.2215,0.2828,0.6198,38.3734,31.9671,4.74155,40.9605,0.0647,6.1584,58.8086,4.9395,0.1009,80.6497,21.3944,21.6005,3.9483,0.3089,9.2328,0.7893,224.2477,26.6378,0.2817,5.6761,0.4508,1.5643,230.7929,188.8659,4.334,0.2999,3.6757,83.5004,1.82,30.9408,3.5836,3.4774,0.0229,1.0572,41.488,109.9244,29.8628,0.2095
ABCC12,1.0071,0.1152,0.0857,0.7603,0,0.2356,0.5402,12.0901,0.0052,0.9077,0.032,0,1.4146,0.0201,0.1718,0.024,0.0078,0.0259,0.145,0,7.8058,5.122,7.8727,0,0.0045,0.2135,0.0286,0,0.3,0.1533,0.0276,0,0,8.6716,0.0065,0.1519,0,0.026,0.0144,0.4992,0.2679,0.1259,0.2561,0,0,1.226,0.121,0.0076,1.4008,0.0893,0.1024,0.1125,0,0.1801,0.0368,24.8463,0.1592,0,0.0342,0,0.0152,16.4627,6.9526,0.4544,0,0.0235,1.2325,0.0094,1.9477,0.0082,0,0.0074,0.1398,0.6051,2.7469,1.5073,0.006
ABCC2,0.5113,0.0575,0.9916,0.5843,0.1107,0.6132,0.4293,1.8447,0.8877,2.9643,0.0799,4.2199,0.1673,0.052,0.5385,0.9707,0.1468,1.0237,0.2607,0.2343,1.503,0.2815,0.5202,0.5317,6.9808,0.3611,0.3655,0.549,0.2718,0.3132,0.7751,0.1557,0.0387,0.3538,0.819,0.4527,0.202,0.8707,0.311,0.2337,0.1366,0.40375,0.231,1.3354,0.6789,0.3673,0.794,0.2517,0.2438,0.1831,0.1989,0.4312,0.3964,0.2571,0.4732,18.5484,0.8305,2.1067,0.2719,0.1538,0.2355,0.5777,8.4364,1.337,0.2896,0.9016,0.6338,0.6486,2.5322,0.0727,2.0159,0.2146,0.9591,0.4478,0.1568,0.8716,1.591
ABCC3,17.686,29.4167,3.2386,11.2379,2.7143,42.3426,7.4974,13.8076,6.3477,71.6625,0.7457,2.7611,1.8296,4.7085,8.9612,7.7713,0.8094,5.9653,25.2149,3.2356,9.3321,16.0219,5.6616,8.0687,5.6159,29.7329,5.2905,14.5712,4.8244,98.7154,3.616,4.4735,1.4727,4.2558,3.1192,13.1376,1.9815,0.9024,2.762,40.5526,0.9434,7.0235,107.7213,3.0566,11.0096,3.525,8.3631,9.5273,31.0721,7.8835,13.5999,2.0718,0.5896,7.3486,2.9808,5.9097,7.929,4.6747,4.247,0.8653,22.4371,6.3195,2.9708,15.8047,18.2444,1.6614,6.1331,4.7836,31.1422,12.1443,7.2903,6.1954,3.8167,23.0385,21.2874,12.8314,3.7223
ABCC4,3.4393,3.0949,3.5285,2.3806,2.6391,1.4741,1.5656,3.7277,5.1621,17.1893,0.3549,1.8134,2.024,9.9595,24.9324,1.2862,0.9881,2.7022,1.3996,4.0427,3.0226,1.6667,17.8719,9.1328,2.9752,2.0037,2.2007,5.217,3.123,3.7288,6.0854,1.2942,17.183,1.8836,1.593,7.4726,1.6984,0.7646,7.3645,5.6139,1.0658,3.26885,1.5409,14.9209,9.0842,8.9853,2.1411,10.5779,3.2432,4.1566,3.6896,2.5456,5.8745,0.7177,0.3608,4.0146,6.0104,32.5119,0.9591,3.6376,0.5423,13.5932,3.0907,6.4495,3.3256,18.2868,7.5739,6.7649,1.8148,8.3801,1.2176,2.0313,2.5811,3.0853,5.5779,4.4455,11.4936
ABCC5,19.9223,12.3488,72.0012,46.3119,14.1979,10.0796,21.8715,35.9349,8.5463,6.2528,1.7027,12.8603,2.6306,7.444,22.6358,20.9024,8.2406,10.0605,3.9915,9.1276,7.9735,5.3024,5.601,18.5701,9.4919,53.2428,13.6578,10.9505,49.836,16.7659,16.9908,18.6095,3.5197,120.0791,12.7248,33.1298,44.3347,7.241,8.709,17.6347,15.0809,48.92465,13.9782,6.5693,17.8501,53.4548,23.1464,19.9974,45.3012,18.215,31.0564,40.3618,34.44,17.9225,106.5804,14.6162,39.3101,19.6861,30.2272,24.7933,34.8152,33.6617,20.0513,15.894,51.7308,5.7349,18.5975,27.1821,11.552,5.811,18.2806,17.8016,41.0335,46.0042,27.7351,25.0544,24.7752
ABCC6,6.7794,0.6216,7.2718,3.9083,7.1334,11.5913,1.402,6.1348,1.6618,0.7154,2.5607,0.8577,3.587,0.1597,0.9766,1.3831,0.7029,0.2812,0.8234,0.7725,4.3052,0.4455,1.0766,0.5393,0.1541,14.455,0.8982,0.4677,0.5301,1.5164,0.1614,1.2094,1.2329,0.1103,2.745,0.8329,7.0699,1.2061,0.5408,5.2558,0.3726,0.23015,7.0198,0.7549,4.65,2.5296,1.1738,0.6735,1.8994,2.9751,0.3961,1.0135,1.376,4.3376,0.8652,0.6709,1.0588,1.3674,2.3949,1.3567,0.3233,1.2976,12.2708,0.181,2.1361,0.1551,3.6279,0.887,0.2434,0.2672,0.4647,0.3732,2.6948,0.3666,0.4826,0.871,0.6397
ABCC8,10.1857,1.8429,0.4694,2.8444,12.0776,16.2469,20.5525,0.7656,2.2789,0.254,33.3286,0.059,0.2687,0,4.3723,1.0307,1.016,3.4962,0.1146,0.081,0.2909,2.8457,0.2541,0.0049,0.0094,0.7518,15.1947,0.2278,2.8769,8.8126,0.0317,0.1342,0.008,1.1013,0.2482,3.0502,0.5914,0.061,7.9671,4.8939,0.7956,3.17915,0.9899,0.0242,13.0048,0.7849,1.384,0.0104,2.2971,3.2245,1.3619,5.122,0,12.4856,20.8985,0.7626,2.4478,0.005,4.8975,0.0032,0.0943,0.9039,0.2045,0.0847,4.7353,0.0773,2.5114,0.3712,0.0643,9.6043,3.9236,0.1336,0.3029,0.2067,0.9274,8.1537,0.0622
ABCC9,5.1916,3.3472,1.9292,4.6319,3.3296,2.6282,2.8869,3.2047,2.2324,2.4493,1.4382,1.372,1.9003,6.7565,2.5886,4.8626,1.2641,1.9815,2.7259,9.69,1.0694,1.4052,3.7955,0.9338,3.2625,4.2827,4.0683,2.8985,5.002,5.6455,2.4151,4.7989,1.7719,2.5104,2.2641,7.9643,0.8479,2.8012,2.7703,12.6686,1.3394,3.69825,4.1172,4.7668,11.3873,3.3965,2.3981,5.5594,5.9298,6.1395,4.8747,1.6078,1.0229,3.2052,0.9972,2.7513,5.8359,1.4537,1.0495,1.5743,1.3789,5.9745,4.2197,4.0294,5.0385,1.6352,2.3686,2.1668,2.0455,3.8148,1.6506,1.7317,4.7817,3.1566,6.6884,3.0818,4.1365
ABCD1,12.8035,17.3913,9.307,19.2834,8.6998,16.9752,17.6903,43.3649,10.7983,18.7545,8.5083,39.1148,15.1468,88.6898,27.1147,15.0862,71.118,23.954,16.7296,5.8847,29.5454,16.6759,27.0957,26.953,33.5842,20.4196,7.1694,20.8768,21.7275,18.3571,63.1974,11.2712,37.4683,14.3253,23.0397,20.0896,25.3277,16.4111,19.8014,24.5899,11.9945,22.2042,16.5744,36.583,13.854,27.373,13.0106,26.6893,12.4639,16.6444,28.1056,18.3404,10.8292,29.5065,15.7292,39.5901,12.9566,23.715,11.296,23.1394,16.6571,29.2233,18.8332,13.4131,35.0035,7.7681,36.9814,39.2521,94.9754,21.2989,15.2371,19.7333,16.5619,10.9649,23.568,8.9363,11.0055
ABCD2,0.9069,0.1514,0.8547,0.1719,0.6666,0.0449,0.0934,0.6799,4.3237,0.6847,0.1881,0.663,1.1295,0.6484,0.643,0.232,0.2582,0.1907,0.1528,0.5433,0.2439,0,1.366,2.4454,0.6289,2.9527,0.3366,2.3493,0.2625,0.8483,1.042,1.0543,0.0482,0.1976,0.1896,0.575,0.5126,0.1868,0.1788,1.6611,0.2604,1.34855,0.1107,0.3386,2.3803,0.2913,0.0457,1.0873,0.6157,3.2503,0.4365,0.7352,0.156,0.0178,0.0801,0.692,1.2109,0.4791,0.1261,1.4888,0.0838,1.8089,1.3361,9.6757,0.5756,1.6931,0.0251,3.5975,0.3005,0.1019,0.3658,0.5039,0.6854,0.5483,0.7815,0.3393,2.4717
ABCD3,48.8822,24.3226,21.9245,95.783,60.9986,151.2343,37.4591,35.3941,17.7576,24.2865,155.7157,41.6056,23.3119,47.6243,46.5502,37.0637,58.4756,67.7375,15.3999,10.2335,26.3459,88.1268,28.5352,38.4974,26.4427,66.5464,18.3087,34.4131,61.6471,77.8741,26.0293,10.4532,28.7303,40.0914,73.2897,62.6708,78.5034,11.5061,44.5685,96.4651,206.2654,46.19125,123.4892,25.8333,55.8635,49.8393,93.5513,38.5976,135.1538,41.2634,32.7487,169.3371,31.1801,102.8185,103.6417,21.9726,47.8871,22.0925,113.6552,27.422,109.3524,65.7266,48.2361,25.9494,73.8936,41.5282,30.3297,41.4912,27.1942,18.1109,42.8093,50.8305,21.3633,72.5369,37.0566,53.7759,37.4231
ABCD4,18.2985,6.5874,10.4466,11.1984,6.0528,13.4732,8.6723,8.5743,10.932,7.3945,8.8554,7.1774,4.1709,7.275,7.8342,12.2354,9.8902,8.1681,6.9028,9.6034,10.3121,12.4108,9.5247,9.3823,7.666,10.4726,12.6172,10.4757,10.4162,12.7088,7.8295,5.8412,5.5433,9.2478,8.4165,12.5208,4.7703,4.346,8.0191,17.9996,11.5149,9.1325,6.4372,6.5744,11.2892,8.5362,14.9138,7.2233,9.1093,11.4305,14.5814,13.6458,5.205,5.4357,14.7736,12.7976,10.26,8.9358,8.304,4.6128,13.5933,9.0271,15.79,18.6568,7.5835,7.8676,5.8142,8.4725,5.364,7.482,11.0027,6.3432,9.3413,10.5049,12.0367,5.7213,11.4728
ABCE1,31.2085,32.5193,116.7486,42.3544,40.0424,35.5266,24.4366,29.2127,33.7845,46.9019,34.5268,73.5633,19.8387,25.909,31.6733,27.095,40.0236,49.62,27.6693,55.649,32.8571,42.0837,102.0048,30.6402,28.141,31.1109,96.3506,31.1455,41.8459,35.6892,67.5163,14.2204,26.2312,42.7894,83.6043,54.3211,39.2569,20.6883,29.1047,43.2312,43.3696,56.10875,38.5591,41.4567,42.291,71.7696,40.1644,61.2502,57.1498,36.0928,28.9305,51.0642,82.0733,27.8868,40.5929,34.4742,60.8068,68.9992,39.058,150.3001,55.6265,35.9865,24.8176,37.3505,60.1943,30.1434,58.8564,33.5077,40.8738,33.4684,56.0659,111.4658,17.8775,32.7785,25.8502,47.6165,44.1881
ABCF1,59.8154,81.543,167.0755,110.4898,72.6152,75.573,47.2343,98.7679,68.1559,83.558,66.1265,207.0795,41.2433,61.6344,55.0481,61.5294,67.353,96.8378,51.7722,63.1724,91.3214,87.4063,67.4997,92.9155,119.9237,77.8766,80.2654,82.3624,87.3123,73.143,122.9105,24.8251,68.6681,99.2862,107.9312,111.6557,93.5542,32.1148,85.3203,79.798,129.3978,178.1038,82.684,163.9196,88.4956,98.2754,72.0509,118.5778,50.2335,39.1301,90.9174,99.7322,69.3332,57.8753,122.1768,96.1867,92.7457,206.5627,59.7202,123.4591,100.9217,83.6459,68.4382,59.6584,102.0375,72.9275,87.0079,105.0724,64.4378,82.1289,109.3919,164.2862,37.7136,110.5296,78.3391,95.8736,94.4333
ABCF2,13.9694,12.4145,10.4849,15.1781,12.9366,12.2212,10.3836,13.6868,6.8666,9.324,9.8923,37.3971,6.9686,13.0808,10.8409,14.4158,19.4427,14.0416,13.5243,30.4541,9.4608,17.7385,6.7481,10.4312,10.6296,13.9484,27.7031,9.0661,10.6658,12.6001,15.6969,7.8902,10.2356,13.0862,25.1523,13.0136,6.717,14.3163,10.5274,14.4295,15.9123,14.02255,16.9248,12.7404,12.8943,23.9748,12.4902,10.786,15.086,7.6027,10.0572,7.2415,21.9906,11.9555,13.3764,7.2594,17.1699,12.414,8.6375,22.6276,16.1396,12.5771,7.4874,9.5488,15.6321,13.4798,15.8193,5.3566,9.1606,11.4779,16.9204,42.5089,11.9042,11.9653,13.289,10.251,9.3965
ABCF2-H2BE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCF3,46.7308,39.1447,60.2624,45.8388,45.1644,50.6232,33.7188,55.3543,32.3529,23.4479,30.7744,42.0327,25.6631,43.9869,59.3847,51.8368,45.5892,52.9307,30.1404,32.8121,44.7295,59.9161,26.1002,41.8147,37.1194,39.8123,58.6633,39.779,48.8077,47.3334,62.9796,17.284,46.7438,113.4913,70.6451,43.1485,51.5076,11.7601,36.853,41.6434,57.5218,67.3599,46.0717,23.0558,42.9289,69.0486,38.2027,46.514,31.7919,41.3182,48.4016,63.3815,39.6001,58.6416,55.3056,38.9098,31.397,43.7755,40.9441,85.6143,66.7736,37.0217,45.6493,33.5824,59.7293,26.3717,38.9565,38.9856,53.3445,45.8351,41.7262,56.8283,28.8914,78.6924,33.7752,40.9461,48.284
ABCG1,24.1424,42.0092,30.0714,62.1847,31.0977,47.4859,29.7569,19.3472,38.814,24.7654,53.2908,42.9264,31.9314,26.0722,20.7269,14.4718,23.2934,28.3072,11.799,8.0655,32.9,13.5495,37.0799,31.9267,7.5613,63.711,34.4219,30.3452,46.7661,44.7113,10.4722,20.5905,91.466,37.4089,15.1911,38.535,94.4805,4.8064,46.4789,26.2363,55.6729,51.8771,36.6104,17.6548,35.5484,48.7221,34.3749,31.962,34.603,32.9023,28.4073,70.3205,50.0272,58.2593,86.57,29.0378,27.6703,8.6457,19.0344,12.4032,55.8337,55.2013,76.88,33.3137,39.9067,27.9042,80.2534,27.619,14.5786,32.2053,20.6734,9.2142,28.6404,55.6827,16.842,20.8533,14.3704
